person,count,pgpid
natan b. perahya,3,6337
al-tahajjum,3,19311
'ala fadlikum,3,19311
elazar sofer,3,19311
adoniya b. david,3,19312
salim al-halabi al-sabbagh,3,6338
husayra mushaqa,3,6404
ghaliya,3,19316
r. numayr,3,19316
avraham b. shela,3,19316
dalton,3,526
hillel ha-haver b. yeshua ha-hazzan,3,526
betrothal agreement,3,4745
amlak,3,4745
avraham b. sahalan,3,4745
alluf ha-haver,3,4745
nehemiah,3,4745
mubarak b. hiba,3,5600
ya'aqov levi b. yosef,3,5600
rica,3,19318
yosef jayan,3,19318
dona esther,3,19318
'ovadya dichachi,3,19318
musa b. yishak b. hisda,3,5601
avraham serrano,3,19319
moshe meyuhas,3,19319
petahya ha-kohen b. ovadya,3,537
shemuel ha-levi b. se'adya,3,19321
nashi,3,6424
ben-sasson's,3,19322
sedaqa b. aharon,3,19324
kafur,3,19324
alal b. nahray b. natan,3,5603
yehuda ibn sighmar,3,5337
min ahl al-satr,3,19326
avraham b. abu al-karam,3,2523
avraham ibn sighmar,3,5606
sadaqa b. menahem,3,552
ktav pub,3,552
eleazar ha-kohen b. shelomo,3,554
mawlay al-shaykh,3,19329
acacia wood,3,19336
al-shaykh al-as'ad,3,19336
] b. hilal,3,9324
avigdor,3,19346
eliezer sussman,3,19346
rabbi abraham carit,3,19346
klein,3,19346
eliyyahu zevi,3,31246
ya'aqov burla,3,31246
yosef b. robi,3,31247
yizhaq gallico,3,31249
daniel kafsuto,3,31239
moshe yisra'el,3,31240
hayyim ya'aqov,3,31241
me'ir de segura,3,31241
k. k.,3,31241
yisrael benveniste,3,31244
eliyya apologizes,3,6442
benayahu,3,6442
marcello,3,6442
nicolo marcello,3,6442
megillat esther,3,6442
eloisa pizan,3,6442
mysr lvyz byzrv,3,19347
mordekhai hefes,3,19347
vittore royge,3,6443
yosef castro,3,6443
hillel b. faraj,3,2530
efrayim b. ismail,3,2532
ismail b. avraham,3,2532
mevasser b. yishaq,3,560
yosef b. ya'akob b. awkal,3,5610
shiddukhim,3,5396
nissu'in,3,5396
salman b. dawud al-barqi,3,567
hiba b. hillel al-tarabulsi,3,6479
ya'aqov b. yizhaq al-ladiqi,3,6479
avraham al-ladiqi,3,6479
yefet b. shelomo b. yefet b. naji,3,6481
nafis al-sharabi,3,6481
mahajir 'aynayha,3,2536
al-nar,3,2536
al-alam,3,2536
min kuthrat al-takarrub,3,2536
waja' rukab,3,2536
waja' rakab,3,2536
amenorrhea,3,2536
sedaqa b. 'ayyash,3,2537
ben- sasson,3,2537
al-fadl,3,568
musa b. abu'l-hayy,3,570
kohen gaon,3,570
eli b. sadaqa,3,571
shelomo b. yeshu'a ha-haver,3,2541
shemuel ha-levi b. saadia,3,2543
aqum bi-halihi,3,19412
ishaq b. shemuel ha-sefaradi,3,6461
semah nasi,3,577
avraham b. faraj al-rahbi,3,578
eliahu b. zakhariya,3,6464
yosef b. yiftah,3,6466
yosef ha-kohen b. meshullam,3,5486
sayyiduna al-nasi,3,4516
munqati,3,4516
da'ud b. yehudah ha-kohen,3,6467
ibwan,3,2553
mansur b. mukhtar,3,2555
shelomo b. natanel,3,2555
jews,3,2556
shelomo b. natanel ha-shulhani,3,587
thabit b. al-munajjim,3,6486
david b. 'ammar,3,2560
musa b. al-hayy,3,2560
furayj b. x,3,2562
musafr b. shelomo,3,2562
yitzhak b. barukh,3,591
halfon b. netanel ha,3,591
yehuda b. giat,3,591
toviyya b. eli,3,2566
amram al-sayrafi,3,592
shemuel ha-nasi ',3,6489
y{u}suf b. namir,3,593
fanna,3,6492
iltiyath,3,5618
al-farsh,3,5618
baqiyyat al-du'f,3,5618
rabbi zecharia,3,6493
rabbi berakhot,3,6493
musa b. shahriyar,3,6494
nissim b. 'atiyya,3,2571
menasse b. moshe,3,2572
rabbi eli b. mevorakh,3,2572
ben-sasson yehudei sitziliya,3,2573
yakhin ha-levi b. mevorakh,3,2575
avraham b. mevaser,3,598
rabbi meir,3,19466
eliyyahu b. al-harrar,3,2577
nahum b. ismail al-harrar,3,2577
shamun b. al-muzanjir,3,2474
mu`ammala bt,3,600
shemuel b. menashshe b. avraham al-qazzaz,3,600
sedaqa b. yehuda,3,601
yosef abitur,3,602
rabbi eliyyahu b. zechariah,3,2480
barhun b. ishaq ha-tahirti,3,5623
barhun b.,3,2483
complains,3,6503
ma li ma,3,6503
bihi 'ala hali,3,6503
manashe b. ammar,3,6505
joseph b. salman b. ya'ish,3,6505
yoshiyyahu b. al-dhahabi,3,2485
shelomo b. yehuda nin berekhya,3,2494
hisdai b. shaprut,3,5631
tanan,3,2498
monk,3,2500
shemuel ha-haver,3,4756
salama ha-kohen b. yosef,3,616
shema'ya ha-haver b. yeshu'a,3,616
surur al-maliki,3,8820
jawjar,3,8820
dhukhr al-mulk,3,8820
about b. khalif,3,3952
buraykh,3,3952
elazar abu ghalib b. shelomo ha-kohen,3,3953
david b. sa'id,3,3954
bayt al-qubba,3,3956
azaryahu b. efrayim,3,3961
yishaq b. shemarya,3,3963
rabbi benjamin,3,3963
yosef ha-kohen b. simha,3,3964
avraham al-ger,3,3964
ceuta,3,3964
moshe b. moshe,3,3967
ya'aqov b. tahor,3,3969
yehuda al-halabi,3,3969
yosef b. david al-tarabulusi,3,5643
shlomo ha-kohen b. yosef,3,5643
ishaq b. shemuel ha-sfaradi,3,5643
avraham b. shma'aya,3,5643
yequtiel,3,5393
sulayman b. hasan,3,3973
saint augustine,3,19700
st augustine,3,19700
r. nathan).the,3,8836
so'an misrayim,3,8836
isaac b. 'ovadya b. isaac,3,16106
asher bar jechiel,3,31268
judith olszowy-schlanger,3,19719
mukhlis al-rahman b. 'ali b. muhammad hadi,3,31507
william nassau lees,3,31457
wlym nsw,3,31457
'abd al-rahman b. 'ali b. salih al-makkudi,3,31458
ridwan effendi,3,31509
khazanat al-adab,3,31459
garshuni,3,31461
sergius,3,31461
lamentations,3,31493
yehuda mahriz,3,31275
possibly greek,3,31276
munajjim,3,19722
ibrahim parnas,3,19722
shelomo al-maghrebi,3,19726
al-a'imma,3,19727
bameh madlikin,3,31281
yehiel b. eliyaqim,3,19730
yoshiyah b. moshe,3,19730
yosef b. me'ir,3,31506
ilyas al-hakim,3,31346
mufaddal b. 'iraq,3,31345
david sarfati,3,31344
r. yishaq alpa,3,31344
TSApt,3,31344
shemot,3,19733
david b. hezekia the nasi,3,19734
zekharia b. gdalia b. ayash,3,5646
habub b. haban,3,5646
sultana,3,19737
yusuf abu l-khayr,3,19737
b`typt ySHm`Alym,3,19738
sittuna bat hayyim,3,3975
farah ibn,3,3975
r. yefet ha-hakham,3,19746
khalifa pipa,3,19747
nissim qanini,3,19747
al-faqhana,3,19751
ll`qwl fy `lm lfqhn@,3,19751
b`sq hTSyrplyq,3,19752
yizhaq de korial,3,19753
nissim mosseri b. hayyim,3,19754
al-vilah,3,19754
aharon b. 'amram,3,19755
kohen b. sa'id,3,19755
yizhaq aripol b. shelomo,3,19756
moshe b. nehoray torongi,3,19756
se'adya angel,3,19756
galiya,3,19756
hayyim madikhah,3,19756
ya'aqov ya'ves,3,19762
david levi mondolfo,3,19763
reuven miris,3,19765
yefet ha-kohen b. yeshua b. kasasa,3,5647
nomina barbara,3,19769
andrea di orio,3,19771
sin marcos,3,19771
numayr al-rashidi,3,19771
al-aman,3,19771
'ali numayr's,3,19771
'ali numayr,3,19771
messer giacomo,3,19771
aran,3,19771
moshe b. shoshan,3,19771
dayyan,3,8844
mazal tov bt,3,8844
yehuda dayyan,3,8844
salama b. asad,3,3976
shibl al-dawla,3,19780
al-pe'er,3,19780
hadrat al-wilaya,3,19780
yehiel b. elyaqim,3,8848
ya'aqov b. yosef al-tunisi,3,5649
ahmad b. al-harani,3,5649
salah b. barhun,3,5649
amin al-din,3,3978
al-shams b. al-muzawwiq,3,3978
hajj muhammad,3,3978
hikam,3,3978
al-shaykh hilal,3,3978
khulayf b. ',3,8890
harun b. khulayf b. harun,3,8890
musa b. abu sahl,3,8890
se'adya b. yizhaq ha-dayyan,3,19781
elazar pe'er ha-hakhamim,3,19781
yosef b. eli kohen al-fasi,3,5650
s. assaf's,3,8849
elazar b. shem[uel,3,19782
r. ya'ish al-kohen,3,19782
avon b. sdaka,3,5651
wahb b. sulayman al-mawsili,3,5652
david al-qal'i,3,19783
sughmar,3,5653
ishaq al-ifranji,3,5653
"rav moshe,'",3,3981
yosef b avraham,3,3982
yosef b. nissin,3,3986
bishr b. ibrahim,3,3987
sadaqa b. khalaf,3,3987
avraham b. sughmar,3,5654
ya'akov b. salman al-hariri,3,4476
rebecca,3,3990
sulayman al-jamal,3,2294
sasson b. yefet,3,3992
efrayim ha-haver,3,4481
the rav r. avraham,3,3993
david maimonides nagid,3,2264
emmanuel b. yehiel,3,3995
moshe b. maimon b. yosef b. ovadya,3,3999
avraham b. khalaf,3,4004
de lo ke,3,19794
kulpar ke,3,19794
mucho extrano presando de korason,3,19794
para deskuvrir,3,19794
sekretos ke non .,3,19794
verdadero,3,19794
ke su venida,3,19794
el dio lo,3,19794
la paskua ke,3,19794
mis konsules,3,19794
por la palabra,3,19794
sabiendo vuestro corason,3,19794
fasta agora,3,19794
kuidado agora lo,3,19794
esperando ke su,3,19794
respuesta seria su vista,3,19794
lo ke sentia,3,19794
al-tibb,3,8846
al-thiqa hibat,3,8913
toviya b. moshe,3,2266
yosef b. shemuel al-dani,3,5660
judah ammani,3,8918
al-mahalla's,3,4346
berakhot b. yosef,3,8925
perahyah b. adahay,3,8925
hakham b. shumaym,3,4008
surur b. hayyim sabra,3,5302
sedaqa ha-sar,3,8851
jarba,3,5661
al-hariri,3,8852
nissim ha-dayyan,3,2271
aharon b. yeshu'a ibn,3,5300
shemuel b. hanan,3,5300
bani musa,3,5300
yosef b. simha,3,4350
salih b. barhun,3,4350
musa b. abi,3,4477
musa b ya'qub,3,4472
yusuf b. daud b. sha'ya,3,4472
yakhin b. elazar,3,4351
yosef al-miqdasi b. allun,3,4351
jabi al-mezonot,3,8856
elazar b. evyatar abu l-baqa al-ahwazi,3,8859
sa'id b. se'adya,3,8860
daniel b. yizhaq,3,8861
musallam b. efrayim,3,8861
zikri b. khiyar,3,8862
shemuel b. yehosef,3,8864
david ha-palit b. asaf,3,8867
hiyya b. yizhaq,3,8867
jacob b. aaron,3,29022
al-gasus,3,29022
surura b. shelomo,3,29022
munjiz al-dawla,3,29344
ijar,3,4353
saadya ha-haver,3,2281
avraham b. al-'abid,3,8847
daud ibn lebdi,3,5390
rabbi shim'on,3,16796
r. yosef ha-kohen,3,31424
sulayman b. khalaf,3,31423
nissim b. sulayman,3,31423
abdallah,3,19840
`- Allh,3,19840
A- Akv Alngyd,3,19840
musa b. abu,3,31420
qasr al-sham'.,3,31420
musa b. abu sahl al-hazzan,3,31419
shem[uel b. hananya,3,31416
kitab al-jama'a,3,19842
ya'aqov reshit,3,31415
musa [ben,3,19845
na'im,3,19845
al-fustat,3,31462
yasil,3,31462
nasi galuyot kol yisra'el,3,31375
al-mamalik al-yahud,3,19851
hibatallah b. fada'il,3,19851
yusuf b. salim,3,19851
yatim al-ahya',3,31377
al-khaliqa,3,31378
divrei ha-yamim,3,31378
kunnash bu ya'aqov,3,31378
eliyya ha-sar,3,19856
mansur al-dimashqi,3,19857
musa b. al-maghribi's,3,19857
damin al-jawali bi-malij,3,19857
merkado karo,3,19864
sabiso,3,31283
rahamim hamis,3,31283
hayyim shalom,3,31283
nissim molcho,3,31284
shemuel laros,3,19866
moshe shtiwi,3,19867
al-manamat,3,31463
al-nasir muhammad b. qalawun,3,31512
mu'azzazah,3,19870
banaya b. musa,3,19871
musa b. yishaq b. nissim,3,4022
ismail b. barhun tahirti,3,4022
aharon ha-zaqen b. yosef ha-mumheh,3,19874
the creator,3,19875
ma'ani bint karim,3,4026
al-din b. 'alam dar,3,19879
al-shaykh munajja,3,19879
al-mawla al-as'ad,3,19879
al-mawla al-makin abu,3,19879
thabit al-hazzan b. al-munajjim,3,8959
kitab al-jama'ah,3,19883
sayyidna waliyy al-dawlah,3,19884
qamr,3,19885
mansur dayyan,3,19885
al-shadid,3,4032
ezra al-najib,3,4032
shabbat teruma,3,29611
heliopolis,3,29611
syn SHbymh,3,29611
daniel b. azarya gaon,3,618
el'azar ha-qalir,3,29614
sharira b. hananya,3,5666
ge'on ya'aqov,3,29620
sedeq b. aharon,3,29620
al-ashmunayn,3,29623
r. ya'aqov b. moshe,3,626
avraham al-der'i,3,4494
musa b. muwaffaq,3,9333
maimun b. khalfa,3,5668
yuriduhu bisakakin,3,6558
aradi,3,6558
ackerman-lieberman,3,6558
sedaqa b. semah b. dawud al-raqqi,3,6558
yosef b. isma'il al-itrabulusi,3,4498
ja'fari,3,6557
nagid's,3,628
shay` la yansagh,3,628
=yansagh,3,628
benyamin,3,6554
metallic dyes,3,6554
zunjufr,3,6554
qust,3,6554
jullanar,3,6554
qitna,3,6554
abar,3,6554
khaskhash abyad,3,6554
li-l-misk,3,6554
qurashiyya,3,6554
lisan al-'arab,3,6554
mubarak b. ishaq,3,6566
yehezqel b. eli ha-kohen b. yehezqel,3,4497
al-rayyis abu l-tayyib,3,4497
shim'on al-rav',3,4497
heliopolis (goitein,3,6573
nasir al-jazzar,3,6573
toviya b. 'eli,3,629
david b. sughmar,3,634
makhluf b. 'azarya,3,634
memnon,3,9286
grandpa,3,9516
mevorakh b. avraham ibn sabra,3,9517
david ha-hazzan b. 'eli,3,9526
hujayj,3,9526
se'adya b. yizhaq ha-kohen,3,9526
faraj b. abu 'amr,3,9526
al-din,3,30148
nasir al-din,3,30148
al-balad,3,30148
al-qadi al-sa'id,3,30148
ha-tahirti,3,5671
nusayr b. baqi al-kohen's,3,5671
kohen b. khalaf,3,5672
ruqqi,3,6552
al-ruqql,3,6552
ruqqa,3,6552
kamal b. yusuf,3,30290
al-mani'</em,3,30135
li-l-natwa</em,3,30135
shaykh,3,30135
midrash tehillim,3,29656
sefer ha-shem,3,29656
hesed ha-tustari,3,619
yosef rosh kalla,3,6575
scheiber,3,6575
i. draft,3,6565
rab',3,6565
behir ha-kohanim,3,6565
yosef b. sa'adya,3,11508
avraham b. shema'ya b. shema'yahu,3,11508
elazar b. joseph,3,11310
sadoq b. [,3,11095
joseph b. shemu`el b. saadya,3,11313
avraham b. yaman,3,11174
min al-hadra,3,11276
al-tahira,3,11276
qala`il,3,11276
ma'lum,3,11276
`innahu la yasug kataba kitab,3,11276
r. nathan ha-kohen,3,12379
benjamin kashtro,3,12029
moshe b. sussan,3,12029
wa-yasal,3,15747
'alayhi wa-al-`ihsan,3,15747
avraham b. nathan,3,12471
al-shaykh al-makin abu al-faraj,3,15751
jacob sarfati,3,15726
mordechai b. hayyim ha,3,29668
arus b. joseph,3,6599
mahdiyya,3,6599
arus,3,6599
salama b. nissim,3,2613
"vSHlvmv ygdl - """,3,12331
musa ibn al-sofer,3,12420
abi al-surur,3,12420
yishaq ibn,3,12420
khalaf b. saadia,3,11932
nethanel halevi,3,6603
najib al-din,3,12450
min sanat,3,11279
min gami'dalik,3,11279
bara`a qabd wa-stifa`,3,11279
muhammad al-nabi,3,11279
halfon b. mannaseh,3,6608
r. yehezkel,3,2625
daniella talmon-heller,3,2592
hazzan b. ya'aqov,3,2593
perahya b. ya'aqov,3,2593
yehudei sitziliya,3,2593
arbab al-dawla,3,2594
variou sgoods,3,2598
r. yishaq b. sasson,3,2602
pinhas b. elazar,3,2601
berakhot b. shemu`el,3,2601
abi al-barakat,3,2604
min al-maglis,3,11280
halada llah sultanahu,3,11280
llah al-rahman al-rahim,3,12395
wasala kitabuka ayyuha al-`ah al-fadil hafizaka,3,12395
a.h.,3,4522
somekh,3,4523
frjlh,3,4523
al-sayh,3,15962
mawlaya al-sayh,3,15961
risala,3,15924
darb silsilat al-sultaniyya,3,11602
eres,3,4524
siddur r. nathan,3,15935
yehuda b. alan,3,15760
yishaq b. amram,3,15839
hasa[n,3,15733
rabbi efraim,3,12815
kohen tzedeq,3,12288
shelomo ben halafta,3,11976
paradise,3,11946
al-quds,3,11946
rabbi baruch b. yishaq,3,11949
ghalib b. avraham,3,11543
yehuda b. meshullam b. zecharia,3,11543
levi b. joseph b. annan,3,11543
yosef b. yiju,3,9153
al-mahalla b. sasson,3,6621
amaim,3,6592
berakhot b. avraham,3,6592
sayyid al-din,3,11937
avraham sefaradi,3,11937
elija,3,12372
joseph b. avraham,3,9982
al-sheikh al-makin joseph,3,11340
qnyyn bt`vt,3,12297
sedaqa b. abu al-khayr,3,6623
elazar yefet,3,15736
rabbi menahem,3,12406
byr yvsp,3,6625
mSHh br,3,6625
joseph ha-sar b. sedaqa,3,11557
shel mutahaddithin,3,4525
ibrahaim al-maghrebi,3,15846
barakat b. munajja,3,15846
banat b. yaaqov,3,15846
elazar b. shelomo ha-levi,3,11315
shela b. yefet marries,3,6630
efraim al-damiri,3,11208
dunya qamar,3,11410
avraham turrush,3,11410
elazar ha-levi b. yosef,3,661
eli ha-kohen ha-haver ha-me'ulle,3,661
good,3,4526
proselyte,3,4526
shemuel ben nahum,3,4526
moshe franko,3,11961
dona blanca,3,11961
jibayat al-mujama'a,3,4527
trustworthy,3,4527
r. jephthah,3,4527
r. anatoli's,3,4527
abd al-karim,3,4529
abd al-aziz,3,4529
abd al-wahid,3,4529
evyatar b. el'azar,3,6635
al-kahhal,3,12702
bayt abu imran,3,12807
bayt musa,3,12807
bayt khalaf,3,12807
al-masmu',3,12806
rsabi,3,12806
mevorakh b. mordekhai,3,12717
yosef b. perahya yiju,3,5492
yishay-jesse,3,2632
asrael ha-kohen,3,12895
yoshiahu,3,12897
yehizqiyahu,3,665
nahary b. nissim,3,12788
levite,3,12900
yishaq ha-sar,3,12900
rabbi abu al-hasan,3,12898
sedaqa b. david,3,5346
yosef al-ashkar,3,12400
AlgdyAny tyq,3,12400
al-hijaziyya,3,9912
ner hayyim,3,15936
bayt saadi,3,12828
mvnAgAt nAmh,3,12822
avraham b. abu zikri,3,2643
elya,3,2643
ruma b. [bany]am,3,11321
miriam b. habib ha-ma'aravi,3,11087
al-damgar,3,11978
yehuda b. elijah ha-haver,3,12468
elazar c. evyatar,3,11531
efraim b. yaqub,3,15994
shelomo b. eliya,3,11206
ibrahim b. al-mukhtar,3,11206
kunyah,3,2648
al-shaykh al-nezer,3,2648
efrayim b. nissim,3,5677
yishaq b. barhun al-tahirti,3,5677
ibrahim ibn al-mawazini,3,4534
daud b. sh'aya,3,11339
zekharia b. tamam,3,11339
avraham kohen vinizi,3,11933
mukarim b. fadail,3,11970
mufadal b. abu said,3,11970
writer,3,6171
david b. yefet,3,11569
khaluf,3,11569
ibrahim b. ilm,3,11569
harun b. ismail,3,11569
khaluf b. yehuda,3,11569
alan,3,11569
mubarak b. hillel,3,6170
al-shaykh al-melamed abu sa'id,3,12281
yehezqel ha-levi,3,6653
yusuf b. awkal,3,669
barakat b. abu sahl,3,6655
mufaddal b. abu,3,6655
avraham qolon,3,12453
muhsin,3,12289
kohen b. yehuda,3,12289
yosef sevila,3,11516
avraham nahum,3,11187
ismail ibn al-taherti,3,6662
shemuel b. barhun,3,6662
barakat abu zikri,3,6663
shemuel b. yeshu'a,3,6664
yeshu'a b. [ known,3,6664
moshe b. abu al-hasan ',3,6664
awd b. eli,3,6664
ya'akov b. eli,3,6664
arye b. yehudah,3,2642
fia b. levi,3,11090
yaman,3,2651
berakhot b. eliyahu b. zecharyahu,3,11201
shemuel teh great rav,3,12329
david al-amani,3,6667
daniel b. berakhot,3,15750
riya b. hasan,3,11533
c. hasan,3,11533
kohwn b. bundar,3,11533
david al-haver al-kohen,3,15752
dunash,3,11415
efraim b. shemarya's,3,11440
yehoshu'a,3,11440
shemuel b.,3,6668
ra[hel,3,6668
SHAlv SHlvm yrvSHlym,3,15792
lien,3,11230
moshe avraham b. amram,3,11510
allun b. ya'ish,3,12271
al-mumhe,3,12271
mansur b. baqa,3,12291
rabbi hannanel,3,12291
hemdat,3,11934
al-barki,3,11963
hilkhot shehitah,3,12268
r. eliyahu,3,15724
r. yedutun,3,15724
shelomo al-tilmisani,3,11416
x b. ya'qub,3,5679
khaluf b. zakarya al-ashkar,3,5679
hasan b. mansur al-ne'eman,3,6671
al-mumhe b. al-shofet,3,6671
shelomo ha-melammed b. elijah,3,6677
yehuda b. [?,3,6677
khalaf ha-kohen,3,11232
ya'aqov b. amaram,3,11232
hayyim b. ya'akov simhon,3,11991
yusuf b. brakhya,3,5680
yehuda b. shemuel,3,15756
ghazfini,3,6680
zinger phd,3,6680
an al-barqi,3,6681
musa b. 'allush,3,6681
eliezer ibn malka,3,11417
yosef lezualis,3,11417
zuz,3,9803
yehiel b. eliyakim,3,12021
yosef al-andalusi,3,15749
bin al-hakim,3,12032
yeshu'a ha-kohen b. ghulayb,3,6682
ya'aqov b. salman,3,2654
elazar b. amram,3,6683
x b. ya'aqov ha-melammed,3,6683
ya'qub b. abu l-yaman,3,6684
yefet al-arabi,3,12814
nahariyya,3,5681
eliyya ha-kohen,3,5681
yefet] mikhtam,3,11316
yishaq b. x,3,11316
menashshe b. x.,3,11316
hayyim b. sabra,3,11184
mubarak b. issac b. sabra,3,11184
musa ibn samih,3,6689
moshe barukh,3,11968
mawhub b. amar,3,11996
karima b. halfon,3,11094
nathan hakohen b. mansur,3,11094
sid al-kull,3,11226
nathan b. ulla,3,11226
sa'id b. mashab,3,9237
saadya ben zorihan,3,11972
alan b. hasun,3,15725
yeshua b. hannaya,3,11233
aluf,3,5682
r. yehosaf rosh,3,11560
maliha d. shemarya,3,11102
shelomo b. nissim ha-levi al-barqi,3,5683
ya'aqov frances,3,31300
efrayim b. shemary,3,676
marduk b. [musa,3,689
ishaq b. 'ali al-majjani,3,5685
r. 'awas,3,690
yeshu'a b. isma'il-shemuel,3,692
yosef b. shemarya ha-dayyan al-barqi,3,694
zadoq,3,694
khayr musa b. barhun tahirti,3,695
ibrahim b. abi al-hayy khalila,3,698
avon b. zedaka,3,698
ibrahim b. farrah al-iskandrani,3,700
salamah b. ibrahim (busir,3,699
isaac b. barhun al-taherti,3,699
moses b. barhun al-taherti,3,699
yishaq b. ya'aqov b. lanju,3,702
joseph b. musa al-taherti,3,702
joseph b. 'eli ha-kohen fasi,3,702
ibrahim b. al-iskandrani,3,702
da'ud b. ammar,3,701
wahlan,3,703
yishaq b. barhun ha-taherti,3,703
shela b. mevaser,3,712
barukh b. al-shamah,3,705
hassan b. bundar,3,5456
yeshu'a b. isma'il al-mahmuri,3,707
ishaq b. yusuf al-andalusi,3,708
musa b. abi l-hayy khalila,3,711
fadl b. sahlun,3,714
salman al-hariri,3,718
yehosef b. shemuel bavli,3,725
avraham al-qushahi,3,12374
yehezkel,3,11398
aharon b yeshua ha-rofe,3,11215
mevaser ha-parnas,3,727
sedaqa ha-parnas,3,727
mishneh torah,3,6708
binyamin castro,3,11176
sharik,3,11561
yosef b. shemuel b. saadya,3,11942
awqat al-shada'id,3,12446
avraham b. furat,3,6713
al-sheikh ras al-kull,3,12367
rida al-tabib,3,12367
fi qadiyyati wa,3,12463
al-salatin,3,12463
mvnsh,3,12421
levi halevi,3,12442
b):</b,3,12442
yodu l-adonay,3,12466
nay,3,12466
abi al muhasin,3,11948
rayyis abu l-mufaddal,3,6716
rayyis abu l-baha,3,6716
rayyis abu l-'izz,3,6716
elya b. zekharya,3,11211
al-ratzui,3,12444
al-javer al-jalil,3,12464
joseph lebdi,3,5348
responsum,3,4759
david moulina,3,12354
shelomo simonsohn,3,735
salim al-haver,3,12054
shalom ben jacob,3,11974
nathan sholal,3,11974
kitab zahr al-adab,3,11645
al-husari al-qayrawani,3,11645
harun b. shamari,3,12064
yehudah muqaddasi,3,12066
binyamin b. yusuf ibn awkal,3,5692
r. moshe abudraham,3,11572
deed a,3,4760
yosef ha-kohen av beit din b. shelomo ga`on,3,741
daniel nasi b. azarya,3,4487
epraim b. shemarya,3,4487
ishaq b. abraham,3,745
eliyya al-dimunshi,3,5695
yahya b. nissim,3,9564
ya'aqov b. yosef b. 'awkal,3,5693
hibah b. dawud,3,6778
sahha lil-shaykh,3,6781
zqan ha-gola,3,12390
kalla,3,12390
yosef b. avitur,3,753
shemuel ha-kohen b. yosef,3,753
yehuda b. amram,3,754
sayyid al-ahl b. abu ',3,2388
moshe al-andalusi,3,11225
efrayim b. bashad,3,756
tova b. husayn,3,11317
efraim b. shemarya,3,12410
shelomo hanasi,3,6788
yona b. shelomo,3,6790
husn b. binyamin,3,6790
mariut hakohen b. yosef,3,6793
shemuel b. sahlan al-barki,3,5696
farah b. sahlun,3,5696
fragmentray,3,6794
zedaqa b. yosef,3,759
saadia b. yishaq b. yeshua,3,759
nadiv hakohen,3,6795
`dy msyrh,3,6796
`dy KHtymh,3,6796
[ b. amram,3,6796
y. david,3,6798
phd,3,6798
shemuel ibn al-lebdi,3,5350
nissi b. ya'aqov,3,5350
yefet b. levi,3,761
